Date,High,Low,Open,Close,Volume,Adj Close
2017-11-01,140.58999633789062,139.33999633789062,139.8300018310547,139.97999572753906,5006800.0,135.32655334472656
2017-11-02,140.2899932861328,139.11000061035156,140.11000061035156,139.92999267578125,3494100.0,135.27822875976562
2017-11-03,140.39999389648438,139.3000030517578,139.72999572753906,140.0800018310547,2737000.0,135.42324829101562
2017-11-06,140.49000549316406,139.72000122070312,140.00999450683594,139.75999450683594,4209900.0,135.11387634277344
2018-05-24,123.38999938964844,121.55000305175781,123.22000122070312,122.25,6923600.0,118.18598175048828
2018-05-25,122.80000305175781,121.12999725341797,121.55999755859375,121.47000122070312,4594800.0,118.30284881591797
2018-05-29,120.80000305175781,118.62000274658203,120.5,119.4000015258789,9821900.0,116.28681945800781
2018-05-30,121.58000183105469,119.54000091552734,120.12000274658203,120.97000122070312,6423700.0,117.81587982177734
2018-05-31,121.25,119.54000091552734,120.91999816894531,119.62000274658203,10337500.0,116.50109100341797
2018-06-01,121.31999969482422,119.97000122070312,120.37999725341797,121.26000213623047,5741000.0,118.09832763671875
2018-06-04,122.37000274658203,121.0199966430664,121.8499984741211,121.94999694824219,4853000.0,118.77032470703125
2018-06-05,122.55999755859375,120.9000015258789,122.05000305175781,121.4800033569336,5125400.0,118.3125991821289
2018-06-06,122.79000091552734,121.45999908447266,121.97000122070312,122.79000091552734,6799300.0,119.58843231201172
2018-06-07,123.48999786376953,122.2699966430664,123.0,123.33000183105469,7414100.0,120.11434936523438
2018-06-08,124.8499984741211,123.33000183105469,123.36000061035156,124.05999755859375,6208100.0,120.82530975341797
2018-06-11,124.33999633789062,122.55000305175781,124.2699966430664,122.66000366210938,5571400.0,119.46182250976562
2018-06-12,123.18000030517578,121.94999694824219,123.16000366210938,122.54000091552734,5227300.0,119.3449478149414
2018-06-13,124.08999633789062,122.45999908447266,123.1500015258789,122.62999725341797,5836900.0,119.4325942993164
2018-06-14,123.1500015258789,122.08999633789062,122.70999908447266,122.41000366210938,5239200.0,119.21833801269531
2018-06-15,122.7300033569336,121.23999786376953,122.0999984741211,122.61000061035156,13173500.0,119.41312408447266
2018-06-18,121.80999755859375,120.25,121.61000061035156,121.31999969482422,6787400.0,118.1567611694336
2018-06-19,123.16999816894531,120.56999969482422,120.66000366210938,122.56999969482422,8572400.0,119.37416076660156
2018-06-20,122.66000366210938,121.66000366210938,122.41999816894531,122.04000091552734,6277200.0,118.85798645019531
2018-06-21,122.23999786376953,121.11000061035156,121.83000183105469,121.44999694824219,4417200.0,118.28335571289062
2018-06-22,123.37999725341797,121.6500015258789,121.68000030517578,122.83999633789062,9501400.0,119.63712310791016
2018-06-25,123.43000030517578,121.51000213623047,122.81999969482422,122.58999633789062,8170500.0,119.39363861083984
2018-06-26,122.88999938964844,121.5999984741211,122.48999786376953,122.3499984741211,5496400.0,119.15989685058594
2018-06-27,122.97000122070312,121.44999694824219,122.12999725341797,121.61000061035156,5666000.0,118.4391860961914
2018-06-28,122.41000366210938,121.06999969482422,121.77999877929688,122.0,5296800.0,118.81902313232422
2018-06-29,123.18000030517578,121.19000244140625,122.23999786376953,121.33999633789062,7308700.0,118.17623138427734
2018-07-02,121.7300033569336,120.11000061035156,121.33999633789062,121.58000183105469,5481400.0,118.40998077392578
2018-07-03,123.45999908447266,121.26000213623047,121.6500015258789,122.70999908447266,4248100.0,119.51051330566406
2018-07-05,125.12000274658203,123.2300033569336,123.5999984741211,125.0,7319100.0,121.74080657958984
2018-07-06,125.91999816894531,124.61000061035156,125.16000366210938,125.75,7297900.0,122.47124481201172
2018-07-09,126.75,125.5999984741211,126.22000122070312,126.05000305175781,6706100.0,122.763427734375
2018-07-10,127.5199966430664,126.11000061035156,126.37000274658203,127.37999725341797,5075600.0,124.05874633789062
2018-07-11,127.44000244140625,126.05999755859375,127.41000366210938,126.23999786376953,4827400.0,122.94847106933594
2018-07-12,128.2100067138672,127.16999816894531,127.70999908447266,127.76000213623047,6199000.0,124.42884826660156
2018-07-13,127.5,125.31999969482422,125.31999969482422,125.93000030517578,8250200.0,122.64656066894531
2018-07-16,126.0999984741211,124.16000366210938,126.0,124.69000244140625,7314400.0,121.43888854980469
2018-07-17,130.5399932861328,127.55999755859375,128.52999877929688,129.11000061035156,12858700.0,125.74364471435547
2018-07-18,129.0500030517578,127.16999816894531,128.80999755859375,127.80000305175781,7152000.0,124.46780395507812
2018-07-19,127.69999694824219,125.87000274658203,127.52999877929688,125.94000244140625,5984600.0,122.65629577636719
2018-07-20,126.13999938964844,125.12000274658203,125.30000305175781,125.8499984741211,5835500.0,122.56864929199219
2018-07-23,126.68000030517578,125.44999694824219,125.75,126.62999725341797,4631100.0,123.32830047607422
2018-07-24,129.6199951171875,127.1500015258789,127.23999786376953,129.36000061035156,7158800.0,125.98712921142578
2018-07-25,129.22999572753906,127.6500015258789,129.13999938964844,128.6199951171875,6523000.0,125.26641845703125
2018-07-26,131.22000122070312,129.85000610351562,129.89999389648438,130.27999877929688,7640600.0,126.88314819335938
2018-07-27,132.27000427246094,129.94000244140625,129.97999572753906,131.5500030517578,6620400.0,128.12002563476562
2018-07-30,132.49000549316406,131.25,131.77999877929688,132.1699981689453,11013100.0,128.72384643554688
2018-07-31,132.63999938964844,131.77000427246094,132.27999877929688,132.52000427246094,7598900.0,129.06472778320312
2018-08-01,132.9600067138672,132.0800018310547,132.38999938964844,132.63999938964844,5770400.0,129.1815948486328
2018-08-02,133.0,131.08999633789062,132.88999938964844,131.25,6563300.0,127.82785034179688
2018-08-03,132.6999969482422,130.89999389648438,131.17999267578125,131.9499969482422,6498700.0,128.50958251953125
2018-08-06,132.52999877929688,131.00999450683594,131.63999938964844,132.02000427246094,5840000.0,128.57777404785156
2018-08-07,132.1699981689453,131.3000030517578,131.8800048828125,131.4600067138672,4664600.0,128.03237915039062
2018-08-08,131.8000030517578,130.88999938964844,131.49000549316406,131.1699981689453,3721500.0,127.74992370605469
2018-08-09,131.72000122070312,130.6699981689453,131.5399932861328,131.1999969482422,4057800.0,127.77914428710938
2018-08-10,131.6300048828125,130.25999450683594,131.19000244140625,130.75,4324000.0,127.34088897705078
2018-08-13,130.89999389648438,129.85000610351562,130.72000122070312,130.22000122070312,3760900.0,126.82469940185547
2018-08-14,130.47000122070312,129.35000610351562,129.6699981689453,129.5,4542800.0,126.12347412109375
2018-08-15,130.74000549316406,128.92999267578125,129.75,130.42999267578125,5377300.0,127.02922058105469
2018-08-16,132.8800048828125,130.57000732421875,131.02000427246094,132.47999572753906,7861500.0,129.02578735351562
2018-08-17,135.0,132.19000244140625,132.4499969482422,134.47000122070312,6700900.0,130.96389770507812
2018-08-20,137.1199951171875,134.0,134.92999267578125,136.8800048828125,7935000.0,133.31105041503906
2018-08-21,137.42999267578125,135.3000030517578,137.0,135.35000610351562,5832100.0,131.82095336914062
2018-08-22,135.67999267578125,134.4199981689453,135.55999755859375,134.61000061035156,4688400.0,131.10025024414062
2018-08-23,135.49000549316406,134.10000610351562,134.61000061035156,135.11000061035156,5057600.0,131.58718872070312
2018-08-24,136.14999389648438,134.8300018310547,135.11000061035156,135.9499969482422,4809400.0,132.40528869628906
2018-08-27,136.0500030517578,134.2100067138672,135.5,134.9199981689453,4325900.0,132.27784729003906
2018-08-28,134.89999389648438,133.88999938964844,134.77999877929688,134.32000732421875,6037500.0,131.68960571289062
2018-08-29,134.94000244140625,133.94000244140625,134.32000732421875,134.86000061035156,4648700.0,132.21902465820312
2018-08-30,135.60000610351562,134.60000610351562,134.6999969482422,134.9499969482422,4821900.0,132.3072509765625
2018-08-31,135.0,133.97000122070312,134.60000610351562,134.69000244140625,6139500.0,132.05235290527344
2018-09-04,134.75,133.44000244140625,134.69000244140625,133.72000122070312,4406800.0,131.10134887695312
2018-09-05,135.94000244140625,133.4600067138672,133.47999572753906,135.86000061035156,6174800.0,133.19943237304688
2018-09-06,137.30999755859375,135.17999267578125,135.5,136.8699951171875,6562000.0,134.1896514892578
2018-09-07,137.69000244140625,135.75,136.77999877929688,137.32000732421875,6375200.0,134.630859375
2018-09-10,138.47000122070312,137.05999755859375,137.52999877929688,137.2100067138672,4892200.0,134.52301025390625
